title,description,department
The mess food is broken,The mess food is broken.,HOSTEL
the mess food is broken,the mess food is broken. in hostel c.,HOSTEL
The mess food is broken,The mess food is broken. in the changing room.,HOSTEL
the mess food is broken,the mess food is broken. in the common area.,HOSTEL
the mess food is broken,the mess food is broken. in the dining hall.,HOSTEL
The mess food is broken,The mess food is broken. on the 2nd floor.,HOSTEL
The mess food is completely dusty,The mess food is completely dusty.,HOSTEL
The mess food is completely dusty,The mess food is completely dusty. in the changing room.,HOSTEL
The mess food is completely dusty,The mess food is completely dusty. in the girls dormitory.,HOSTEL
The mess food is completely dusty,The mess food is completely dusty. in the laundry room.,HOSTEL
The mess food is extremely rude,The mess food is extremely rude.,HOSTEL
The mess food is extremely rude,The mess food is extremely rude. in block D.,HOSTEL
The mess food is extremely rude,The mess food is extremely rude. in Hostel C.,HOSTEL
The mess food is extremely rude,The mess food is extremely rude. in my room.,HOSTEL
The mess food is extremely rude,The mess food is extremely rude. in the changing room.,HOSTEL
The mess food is extremely rude,The mess food is extremely rude. in the common area.,HOSTEL
The mess food is extremely rude,The mess food is extremely rude. in the laundry room.,HOSTEL
the mess food is extremely rude,the mess food is extremely rude. near the entrance.,HOSTEL
The mess food is extremely rude,The mess food is extremely rude. on the 2nd floor.,HOSTEL
The mess food is infested with bedbugs,The mess food is infested with bedbugs.,HOSTEL
The mess food is infested with bedbugs,The mess food is infested with bedbugs. in block D.,HOSTEL
the mess food is infested with bedbugs,the mess food is infested with bedbugs. in hostel c.,HOSTEL
the mess food is infested with bedbugs,the mess food is infested with bedbugs. in my room.,HOSTEL
The mess food is infested with bedbugs,The mess food is infested with bedbugs. in the boys wing.,HOSTEL
The mess food is infested with bedbugs,The mess food is infested with bedbugs. in the changing room.,HOSTEL
the mess food is infested with bedbugs,the mess food is infested with bedbugs. in the common area.,HOSTEL
The mess food is infested with bedbugs,The mess food is infested with bedbugs. in the common area.!!!,HOSTEL
The mess food is infested with bedbugs,The mess food is infested with bedbugs. in the dining hall.!!!,HOSTEL
The mess food is infested with bedbugs,The mess food is infested with bedbugs. in the girls dormitory.,HOSTEL
The mess food is infested with bedbugs,The mess food is infested with bedbugs. in the laundry room.,HOSTEL
The mess food is making squeaky noises,The mess food is making squeaky noises.,HOSTEL
The mess food is making squeaky noises,The mess food is making squeaky noises. in block D.,HOSTEL
the mess food is making squeaky noises,the mess food is making squeaky noises. in the changing room.,HOSTEL
the mess food is making squeaky noises,the mess food is making squeaky noises. in the girls dormitory.,HOSTEL
The mess food is making squeaky noises,The mess food is making squeaky noises. near the entrance.,HOSTEL
The mess food is making squeaky noises,The mess food is making squeaky noises. on the 2nd floor.,HOSTEL
The mess food is not working,The mess food is not working. in block D.,HOSTEL
The mess food is not working,The mess food is not working. in the boys wing.!!!,HOSTEL
The mess food is not working,The mess food is not working. in the changing room.,HOSTEL
The mess food is not working,The mess food is not working. in the common area.,HOSTEL
The mess food is not working,The mess food is not working. in the dining hall.,HOSTEL
The mess food is not working,The mess food is not working. near the entrance.,HOSTEL
The mess food is out of order,The mess food is out of order.,HOSTEL
The mess food is out of order,The mess food is out of order. in Hostel C.,HOSTEL
the mess food is out of order,the mess food is out of order. in the boys wing.,HOSTEL
The mess food is out of order,The mess food is out of order. in the boys wing.!!!,HOSTEL
The mess food is out of order,The mess food is out of order. in the changing room.,HOSTEL
the mess food is out of order,the mess food is out of order. in the dining hall.,HOSTEL
the mess food is out of order,the mess food is out of order. in the girls dormitory.,HOSTEL
The mess food is overflowing,The mess food is overflowing.,HOSTEL
The mess food is overflowing,The mess food is overflowing. in block D.,HOSTEL
The mess food is overflowing,The mess food is overflowing. in the changing room.,HOSTEL
The mess food is overflowing,The mess food is overflowing. in the common area.,HOSTEL
The mess food is terrible today,The mess food is terrible today.,HOSTEL
The mess food is terrible today,The mess food is terrible today. in block D.,HOSTEL
The mess food is terrible today,The mess food is terrible today. in Hostel C.,HOSTEL
The mess food is terrible today,The mess food is terrible today. in the changing room.,HOSTEL
The mess food is terrible today,The mess food is terrible today. in the common area.!!!,HOSTEL
The mess food is terrible today,The mess food is terrible today. in the dining hall.,HOSTEL
the mess food is terrible today,the mess food is terrible today. in the girls dormitory.,HOSTEL
The mess food is terrible today,The mess food is terrible today. near the entrance.,HOSTEL
the mess food is terrible today,the mess food is terrible today. on the 2nd floor.,HOSTEL
The mess food is too hot during summer,The mess food is too hot during summer.,HOSTEL
The mess food is too hot during summer,The mess food is too hot during summer. in the changing room.,HOSTEL
The mess food is too hot during summer,The mess food is too hot during summer. in the dining hall.,HOSTEL
the mess food is too hot during summer,the mess food is too hot during summer. near the entrance.,HOSTEL
The mess food is unhygienic,The mess food is unhygienic.,HOSTEL
The mess food is unhygienic,The mess food is unhygienic. in block D.,HOSTEL
the mess food is unhygienic,the mess food is unhygienic. in hostel c.,HOSTEL
The mess food is unhygienic,The mess food is unhygienic. in my room.,HOSTEL
The mess food is unhygienic,The mess food is unhygienic. in the common area.,HOSTEL
The mess food is unhygienic,The mess food is unhygienic. in the dining hall.,HOSTEL
the mess food is unhygienic,the mess food is unhygienic. in the girls dormitory.,HOSTEL
The mess food is unhygienic,The mess food is unhygienic. in the laundry room.,HOSTEL
the mess food is unhygienic,the mess food is unhygienic. near the entrance.,HOSTEL
The mess food is unhygienic,The mess food is unhygienic. on the 2nd floor.,HOSTEL
The mess food lost my clothes,The mess food lost my clothes.,HOSTEL
The mess food lost my clothes,The mess food lost my clothes. in block D.,HOSTEL
The mess food lost my clothes,The mess food lost my clothes. in block D.!!!,HOSTEL
The mess food lost my clothes,The mess food lost my clothes. in the boys wing.!!!,HOSTEL
The mess food lost my clothes,The mess food lost my clothes. in the changing room.,HOSTEL
the mess food lost my clothes,the mess food lost my clothes. in the common area.,HOSTEL
The mess food lost my clothes,The mess food lost my clothes. in the girls dormitory.,HOSTEL
the mess food lost my clothes,the mess food lost my clothes. near the entrance.,HOSTEL
The mess food lost my clothes,The mess food lost my clothes. on the 2nd floor.!!!,HOSTEL
The mess food never responds to complaints,The mess food never responds to complaints.,HOSTEL
The mess food never responds to complaints,The mess food never responds to complaints. in the boys wing.!!!,HOSTEL
the mess food never responds to complaints,the mess food never responds to complaints. in the common area.,HOSTEL
The mess food plays loud music at night,The mess food plays loud music at night.,HOSTEL
The mess food plays loud music at night,The mess food plays loud music at night. in block D.!!!,HOSTEL
The mess food plays loud music at night,The mess food plays loud music at night. in Hostel C.,HOSTEL
The mess food plays loud music at night,The mess food plays loud music at night. in the boys wing.!!!,HOSTEL
The mess food plays loud music at night,The mess food plays loud music at night. in the dining hall.,HOSTEL
The mess food plays loud music at night,The mess food plays loud music at night. in the girls dormitory.,HOSTEL
The mess food plays loud music at night,The mess food plays loud music at night. in the laundry room.,HOSTEL
The mess food plays loud music at night,The mess food plays loud music at night. near the entrance.,HOSTEL
The midterm grades conflicts with another class,The midterm grades conflicts with another class.,ACADEMIC
The midterm grades conflicts with another class,The midterm grades conflicts with another class. for my major.,ACADEMIC
The midterm grades conflicts with another class,The midterm grades conflicts with another class. for Physics 202.,ACADEMIC
The midterm grades conflicts with another class,The midterm grades conflicts with another class. for the math department.,ACADEMIC
The midterm grades conflicts with another class,The midterm grades conflicts with another class. for the sociology seminar.,ACADEMIC
The midterm grades conflicts with another class,The midterm grades conflicts with another class. for the spring semester.!!!,ACADEMIC
The midterm grades conflicts with another class,The midterm grades conflicts with another class. in the engineering department.,ACADEMIC
The midterm grades conflicts with another class,The midterm grades conflicts with another class. in the online portal.!!!,ACADEMIC
The midterm grades did not attend the office hours,The midterm grades did not attend the office hours.,ACADEMIC
The midterm grades did not attend the office hours,The midterm grades did not attend the office hours. for my major.,ACADEMIC
The midterm grades did not attend the office hours,The midterm grades did not attend the office hours. for Physics 202.,ACADEMIC
